year,country,lifeExp,pop,gdpPercap
1987,Greece,76.67,9974490,16120.52839
1987,Hungary,69.58,10612740,12986.47998
1987,Iceland,77.23,244676,26923.20628
1987,Ireland,74.36,3539900,13872.86652
1987,Italy,76.42,56729703,19207.23482
1987,Montenegro,74.865,569473,11732.51017
1987,Netherlands,76.83,14665278,23651.32361
1987,Norway,75.89,4186147,31540.9748
1987,Poland,70.98,37740710,9082.351172
1987,Portugal,74.06,9915289,13039.30876
1987,Romania,69.53,22686371,9696.273295
1987,Serbia,71.218,9230783,15870.87851
1987,Slovak Republic,71.08,5199318,12037.26758
1987,Slovenia,72.25,1945870,18678.53492
1987,Spain,76.9,38880702,15764.98313
1987,Sweden,77.19,8421403,23586.92927
1987,Switzerland,77.41,6649942,30281.70459
1987,Turkey,63.108,52881328,5089.043686
1987,United Kingdom,75.007,56981620,21664.78767
1992,Albania,71.581,3326498,2497.437901
1992,Austria,76.04,7914969,27042.01868
1992,Belgium,76.46,10045622,25575.57069
1992,Bosnia and Herzegovina,72.178,4256013,2546.781445
1992,Bulgaria,71.19,8658506,6302.623438
1992,Croatia,72.527,4494013,8447.794873
1992,Czech Republic,72.4,10315702,14297.02122
1992,Denmark,75.33,5171393,26406.73985
1992,Finland,75.7,5041039,20647.16499
1992,France,77.46,57374179,24703.79615
1992,Germany,76.07,80597764,26505.30317
1992,Greece,77.03,10325429,17541.49634
1992,Hungary,69.17,10348684,10535.62855
1992,Iceland,78.77,259012,25144.39201
1992,Ireland,75.467,3557761,17558.81555
1992,Italy,77.44,56840847,22013.64486
1992,Montenegro,75.435,621621,7003.339037
1992,Netherlands,77.42,15174244,26790.94961
1992,Norway,77.32,4286357,33965.66115
1992,Poland,70.99,38370697,7738.881247
1992,Portugal,74.86,9927680,16207.26663
1992,Romania,69.36,22797027,6598.409903
1992,Serbia,71.659,9826397,9325.068238
1992,Slovak Republic,71.38,5302888,9498.467723
1992,Slovenia,73.64,1999210,14214.71681
1992,Spain,77.57,39549438,18603.06452
1992,Sweden,78.16,8718867,23880.01683
1992,Switzerland,78.03,6995447,31871.5303
1992,Turkey,66.146,58179144,5678.348271
1992,United Kingdom,76.42,57866349,22705.09254
1997,Albania,72.95,3428038,3193.054604
1997,Austria,77.51,8069876,29095.92066
1997,Belgium,77.53,10199787,27561.19663
1997,Bosnia and Herzegovina,73.244,3607000,4766.355904
1997,Bulgaria,70.32,8066057,5970.38876
1997,Croatia,73.68,4444595,9875.604515
1997,Czech Republic,74.01,10300707,16048.51424
1997,Denmark,76.11,5283663,29804.34567
1997,Finland,77.13,5134406,23723.9502
1997,France,78.64,58623428,25889.78487
1997,Germany,77.34,82011073,27788.88416
1997,Greece,77.869,10502372,18747.69814
1997,Hungary,71.04,10244684,11712.7768
1997,Iceland,78.95,271192,28061.09966
1997,Ireland,76.122,3667233,24521.94713
1997,Italy,78.82,57479469,24675.02446
1997,Montenegro,75.445,692651,6465.613349
1997,Netherlands,78.03,15604464,30246.13063
1997,Norway,78.32,4405672,41283.16433
1997,Poland,72.75,38654957,10159.58368
1997,Portugal,75.97,10156415,17641.03156
1997,Romania,69.72,22562458,7346.547557
1997,Serbia,72.232,10336594,7914.320304
1997,Slovak Republic,72.71,5383010,12126.23065
1997,Slovenia,75.13,2011612,17161.10735
1997,Spain,78.77,39855442,20445.29896
1997,Sweden,79.39,8897619,25266.59499
1997,Switzerland,79.37,7193761,32135.32301
1997,Turkey,68.835,63047647,6601.429915
1997,United Kingdom,77.218,58808266,26074.53136
2002,Albania,75.651,3508512,4604.211737
2002,Austria,78.98,8148312,32417.60769
2002,Belgium,78.32,10311970,30485.88375
2002,Bosnia and Herzegovina,74.09,4165416,6018.975239
2002,Bulgaria,72.14,7661799,7696.777725
2002,Croatia,74.876,4481020,11628.38895
2002,Czech Republic,75.51,10256295,17596.21022
2002,Denmark,77.18,5374693,32166.50006
2002,Finland,78.37,5193039,28204.59057
2002,France,79.59,59925035,28926.03234
2002,Germany,78.67,82350671,30035.80198
2002,Greece,78.256,10603863,22514.2548
2002,Hungary,72.59,10083313,14843.93556
2002,Iceland,80.5,288030,31163.20196
2002,Ireland,77.783,3879155,34077.04939
2002,Italy,80.24,57926999,27968.09817
2002,Montenegro,73.981,720230,6557.194282
2002,Netherlands,78.53,16122830,33724.75778
2002,Norway,79.05,4535591,44683.97525
2002,Poland,74.67,38625976,12002.23908
2002,Portugal,77.29,10433867,19970.90787
2002,Romania,71.322,22404337,7885.360081
2002,Serbia,73.213,10111559,7236.075251
2002,Slovak Republic,73.8,5410052,13638.77837
2002,Slovenia,76.66,2011497,20660.01936
2002,Spain,79.78,40152517,24835.47166
2002,Sweden,80.04,8954175,29341.63093
2002,Switzerland,80.62,7361757,34480.95771
2002,Turkey,70.845,67308928,6508.085718
2002,United Kingdom,78.471,59912431,29478.99919
2007,Albania,76.423,3600523,5937.029526
2007,Austria,79.829,8199783,36126.4927
2007,Belgium,79.441,10392226,33692.60508
2007,Bosnia and Herzegovina,74.852,4552198,7446.298803
2007,Bulgaria,73.005,7322858,10680.79282
2007,Croatia,75.748,4493312,14619.22272
2007,Czech Republic,76.486,10228744,22833.30851
2007,Denmark,78.332,5468120,35278.41874
2007,Finland,79.313,5238460,33207.0844
2007,France,80.657,61083916,30470.0167
2007,Germany,79.406,82400996,32170.37442
2007,Greece,79.483,10706290,27538.41188
2007,Hungary,73.338,9956108,18008.94444
2007,Iceland,81.757,301931,36180.78919
2007,Ireland,78.885,4109086,40675.99635
2007,Italy,80.546,58147733,28569.7197
2007,Montenegro,74.543,684736,9253.896111
2007,Netherlands,79.762,16570613,36797.93332
2007,Norway,80.196,4627926,49357.19017
2007,Poland,75.563,38518241,15389.92468
2007,Portugal,78.098,10642836,20509.64777
2007,Romania,72.476,22276056,10808.47561
2007,Serbia,74.002,10150265,9786.534714
2007,Slovak Republic,74.663,5447502,18678.31435
2007,Slovenia,77.926,2009245,25768.25759
2007,Spain,80.941,40448191,28821.0637
2007,Sweden,80.884,9031088,33859.74835
2007,Switzerland,81.701,7554661,37506.41907
2007,Turkey,71.777,71158647,8458.276384
2007,United Kingdom,79.425,60776238,33203.26128
