year,country,lifeExp,pop,gdpPercap
1967,Haiti,46.243,4318137,1452.057666
1967,Honduras,50.924,2500689,2538.269358
1967,Jamaica,67.51,1861096,6124.703451
1967,Mexico,60.11,47995559,5754.733883
1967,Nicaragua,51.884,1865490,4643.393534
1967,Panama,64.071,1405486,4421.009084
1967,Paraguay,64.951,2287985,2299.376311
1967,Peru,51.445,12132200,5788.09333
1967,Puerto Rico,71.1,2648961,6929.277714
1967,Trinidad and Tobago,65.4,960155,5621.368472
1967,United States,70.76,198712000,19530.36557
1967,Uruguay,68.468,2748579,5444.61962
1967,Venezuela,63.479,9709552,9541.474188
1972,Argentina,67.065,24779799,9443.038526
1972,Bolivia,46.714,4565872,2980.331339
1972,Brazil,59.504,100840058,4985.711467
1972,Canada,72.88,22284500,18970.57086
1972,Chile,63.441,9717524,5494.024437
1972,Colombia,61.623,22542890,3264.660041
1972,Costa Rica,67.849,1834796,5118.146939
1972,Cuba,70.723,8831348,5305.445256
1972,Dominican Republic,59.631,4671329,2189.874499
1972,Ecuador,58.796,6298651,5280.99471
1972,El Salvador,58.207,3790903,4520.246008
1972,Guatemala,53.738,5149581,4031.408271
1972,Haiti,48.042,4698301,1654.456946
1972,Honduras,53.884,2965146,2529.842345
1972,Jamaica,69,1997616,7433.889293
1972,Mexico,62.361,55984294,6809.40669
1972,Nicaragua,55.151,2182908,4688.593267
1972,Panama,66.216,1616384,5364.249663
1972,Paraguay,65.815,2614104,2523.337977
1972,Peru,55.448,13954700,5937.827283
1972,Puerto Rico,72.16,2847132,9123.041742
1972,Trinidad and Tobago,65.9,975199,6619.551419
1972,United States,71.34,209896000,21806.03594
1972,Uruguay,68.673,2829526,5703.408898
1972,Venezuela,65.712,11515649,10505.25966
1977,Argentina,68.481,26983828,10079.02674
1977,Bolivia,50.023,5079716,3548.097832
1977,Brazil,61.489,114313951,6660.118654
1977,Canada,74.21,23796400,22090.88306
1977,Chile,67.052,10599793,4756.763836
1977,Colombia,63.837,25094412,3815.80787
1977,Costa Rica,70.75,2108457,5926.876967
1977,Cuba,72.649,9537988,6380.494966
1977,Dominican Republic,61.788,5302800,2681.9889
1977,Ecuador,61.31,7278866,6679.62326
1977,El Salvador,56.696,4282586,5138.922374
1977,Guatemala,56.029,5703430,4879.992748
1977,Haiti,49.923,4908554,1874.298931
1977,Honduras,57.402,3055235,3203.208066
1977,Jamaica,70.11,2156814,6650.195573
1977,Mexico,65.032,63759976,7674.929108
1977,Nicaragua,57.47,2554598,5486.371089
1977,Panama,68.681,1839782,5351.912144
1977,Paraguay,66.353,2984494,3248.373311
1977,Peru,58.447,15990099,6281.290855
1977,Puerto Rico,73.44,3080828,9770.524921
1977,Trinidad and Tobago,68.3,1039009,7899.554209
1977,United States,73.38,220239000,24072.63213
1977,Uruguay,69.481,2873520,6504.339663
1977,Venezuela,67.456,13503563,13143.95095
1982,Argentina,69.942,29341374,8997.897412
1982,Bolivia,53.859,5642224,3156.510452
1982,Brazil,63.336,128962939,7030.835878
1982,Canada,75.76,25201900,22898.79214
1982,Chile,70.565,11487112,5095.665738
1982,Colombia,66.653,27764644,4397.575659
1982,Costa Rica,73.45,2424367,5262.734751
1982,Cuba,73.717,9789224,7316.918107
1982,Dominican Republic,63.727,5968349,2861.092386
1982,Ecuador,64.342,8365850,7213.791267
1982,El Salvador,56.604,4474873,4098.344175
1982,Guatemala,58.137,6395630,4820.49479
1982,Haiti,51.461,5198399,2011.159549
1982,Honduras,60.909,3669448,3121.760794
1982,Jamaica,71.21,2298309,6068.05135
1982,Mexico,67.405,71640904,9611.147541
1982,Nicaragua,59.298,2979423,3470.338156
1982,Panama,70.472,2036305,7009.601598
1982,Paraguay,66.874,3366439,4258.503604
1982,Peru,61.406,18125129,6434.501797
1982,Puerto Rico,73.75,3279001,10330.98915
1982,Trinidad and Tobago,68.832,1116479,9119.528607
1982,United States,74.65,232187835,25009.55914
1982,Uruguay,70.805,2953997,6920.223051
1982,Venezuela,68.557,15620766,11152.41011
1987,Argentina,70.774,31620918,9139.671389
1987,Bolivia,57.251,6156369,2753.69149
1987,Brazil,65.205,142938076,7807.095818
1987,Canada,76.86,26549700,26626.51503
1987,Chile,72.492,12463354,5547.063754
1987,Colombia,67.768,30964245,4903.2191
1987,Costa Rica,74.752,2799811,5629.915318
1987,Cuba,74.174,10239839,7532.924763
1987,Dominican Republic,66.046,6655297,2899.842175
1987,Ecuador,67.231,9545158,6481.776993
1987,El Salvador,63.154,4842194,4140.442097
1987,Guatemala,60.782,7326406,4246.485974
1987,Haiti,53.636,5756203,1823.015995
1987,Honduras,64.492,4372203,3023.096699
1987,Jamaica,71.77,2326606,6351.237495
1987,Mexico,69.498,80122492,8688.156003
1987,Nicaragua,62.008,3344353,2955.984375
1987,Panama,71.523,2253639,7034.779161
1987,Paraguay,67.378,3886512,3998.875695
1987,Peru,64.134,20195924,6360.9434440000005
1987,Puerto Rico,74.63,3444468,12281.34191
1987,Trinidad and Tobago,69.582,1191336,7388.597823
1987,United States,75.02,242803533,29884.35041
1987,Uruguay,71.918,3045153,7452.398969
1987,Venezuela,70.19,17910182,9883.584648
1992,Argentina,71.868,33958947,9308.41871
1992,Bolivia,59.957,6893451,2961.699694
1992,Brazil,67.057,155975974,6950.283021
1992,Canada,77.95,28523502,26342.88426
1992,Chile,74.126,13572994,7596.125964
1992,Colombia,68.421,34202721,5444.648617
1992,Costa Rica,75.713,3173216,6160.416317
1992,Cuba,74.414,10723260,5592.843963
1992,Dominican Republic,68.457,7351181,3044.214214
1992,Ecuador,69.613,10748394,7103.702595
1992,El Salvador,66.798,5274649,4444.2317
1992,Guatemala,63.373,8486949,4439.45084
1992,Haiti,55.089,6326682,1456.309517
1992,Honduras,66.399,5077347,3081.694603
1992,Jamaica,71.766,2378618,7404.923685
1992,Mexico,71.455,88111030,9472.384295
1992,Nicaragua,65.843,4017939,2170.151724
1992,Panama,72.462,2484997,6618.74305
1992,Paraguay,68.225,4483945,4196.411078
1992,Peru,66.458,22430449,4446.380924
1992,Puerto Rico,73.911,3585176,14641.58711
1992,Trinidad and Tobago,69.862,1183669,7370.990932
1992,United States,76.09,256894189,32003.93224
1992,Uruguay,72.752,3149262,8137.004775
1992,Venezuela,71.15,20265563,10733.92631
1997,Argentina,73.275,36203463,10967.28195
1997,Bolivia,62.05,7693188,3326.143191
1997,Brazil,69.388,168546719,7957.980824
1997,Canada,78.61,30305843,28954.92589
1997,Chile,75.816,14599929,10118.05318
1997,Colombia,70.313,37657830,6117.361746
1997,Costa Rica,77.26,3518107,6677.045314
1997,Cuba,76.151,10983007,5431.990415
1997,Dominican Republic,69.957,7992357,3614.101285
1997,Ecuador,72.312,11911819,7429.455877
1997,El Salvador,69.535,5783439,5154.825496
1997,Guatemala,66.322,9803875,4684.313807
1997,Haiti,56.671,6913545,1341.726931
1997,Honduras,67.659,5867957,3160.454906
1997,Jamaica,72.262,2531311,7121.924704
1997,Mexico,73.67,95895146,9767.29753
1997,Nicaragua,68.426,4609572,2253.023004
1997,Panama,73.738,2734531,7113.692252
1997,Paraguay,69.4,5154123,4247.400261
1997,Peru,68.386,24748122,5838.347657
1997,Puerto Rico,74.917,3759430,16999.4333
1997,Trinidad and Tobago,69.465,1138101,8792.573126
1997,United States,76.81,272911760,35767.43303
1997,Uruguay,74.223,3262838,9230.240708
1997,Venezuela,72.146,22374398,10165.49518
2002,Argentina,74.34,38331121,8797.640716
2002,Bolivia,63.883,8445134,3413.26269
2002,Brazil,71.006,179914212,8131.212843
2002,Canada,79.77,31902268,33328.96507
2002,Chile,77.86,15497046,10778.78385
2002,Colombia,71.682,41008227,5755.259962
2002,Costa Rica,78.123,3834934,7723.447195
2002,Cuba,77.158,11226999,6340.646683
2002,Dominican Republic,70.847,8650322,4563.808154
2002,Ecuador,74.173,12921234,5773.044512
2002,El Salvador,70.734,6353681,5351.568666
2002,Guatemala,68.978,11178650,4858.347495
2002,Haiti,58.137,7607651,1270.364932
2002,Honduras,68.565,6677328,3099.72866
2002,Jamaica,72.047,2664659,6994.774861
2002,Mexico,74.902,102479927,10742.44053
2002,Nicaragua,70.836,5146848,2474.548819
2002,Panama,74.712,2990875,7356.031934
2002,Paraguay,70.755,5884491,3783.674243
2002,Peru,69.906,26769436,5909.020073
2002,Puerto Rico,77.778,3859606,18855.60618
2002,Trinidad and Tobago,68.976,1101832,11460.60023
2002,United States,77.31,287675526,39097.09955
2002,Uruguay,75.307,3363085,7727.002004
2002,Venezuela,72.766,24287670,8605.047831
2007,Argentina,75.32,40301927,12779.37964
2007,Bolivia,65.554,9119152,3822.137084
2007,Brazil,72.39,190010647,9065.800825
2007,Canada,80.653,33390141,36319.23501
2007,Chile,78.553,16284741,13171.63885
2007,Colombia,72.889,44227550,7006.580419
2007,Costa Rica,78.782,4133884,9645.06142
2007,Cuba,78.273,11416987,8948.102923
2007,Dominican Republic,72.235,9319622,6025.374752
2007,Ecuador,74.994,13755680,6873.262326
2007,El Salvador,71.878,6939688,5728.353514
2007,Guatemala,70.259,12572928,5186.050003
2007,Haiti,60.916,8502814,1201.637154
2007,Honduras,70.198,7483763,3548.330846
2007,Jamaica,72.567,2780132,7320.880262
2007,Mexico,76.195,108700891,11977.57496
2007,Nicaragua,72.899,5675356,2749.320965
2007,Panama,75.537,3242173,9809.185636
2007,Paraguay,71.752,6667147,4172.838464
2007,Peru,71.421,28674757,7408.905561
2007,Puerto Rico,78.746,3942491,19328.70901
2007,Trinidad and Tobago,69.819,1056608,18008.50924
2007,United States,78.242,301139947,42951.65309
2007,Uruguay,76.384,3447496,10611.46299
2007,Venezuela,73.747,26084662,11415.80569
