year,country,lifeExp,pop,gdpPercap
1957,"Congo, Dem. Rep.",40.652,15577932,905.8602303
1957,"Congo, Rep.",45.053,940458,2315.056572
1957,Cote d'Ivoire,42.469,3300000,1500.895925
1957,Djibouti,37.328,71851,2864.969076
1957,Egypt,44.444,25009741,1458.915272
1957,Equatorial Guinea,35.983,232922,426.0964081
1957,Eritrea,38.047,1542611,344.1618859
1957,Ethiopia,36.667,22815614,378.9041632
1957,Gabon,38.999,434904,4976.198099
1957,Gambia,32.065,323150,520.9267111
1957,Ghana,44.779,6391288,1043.561537
1957,Guinea,34.558,2876726,576.2670245
1957,Guinea-Bissau,33.489,601095,431.7904566
1957,Kenya,44.686,7454779,944.4383152
1957,Lesotho,45.047,813338,335.9971151
1957,Liberia,39.486,975950,620.9699901
1957,Libya,45.289,1201578,3448.284395
1957,Madagascar,38.865,5181679,1589.20275
1957,Malawi,37.207,3221238,416.3698064
1957,Mali,35.307,4241884,490.3821867
1957,Mauritania,42.338,1076852,846.1202613
1957,Mauritius,58.089,609816,2034.037981
1957,Morocco,45.423,11406350,1642.002314
1957,Mozambique,33.779,7038035,495.5868333
1957,Namibia,45.226,548080,2621.448058
1957,Niger,38.598,3692184,835.5234025
1957,Nigeria,37.802,37173340,1100.592563
1957,Reunion,55.09,308700,2769.451844
1957,Rwanda,41.5,2822082,540.2893983
1957,Sao Tome and Principe,48.945,61325,860.7369026
1957,Senegal,39.329,3054547,1567.653006
1957,Sierra Leone,31.57,2295678,1004.484437
1957,Somalia,34.977,2780415,1258.147413
1957,South Africa,47.985,16151549,5487.104219
1957,Sudan,39.624,9753392,1770.337074
1957,Swaziland,43.424,326741,1244.708364
1957,Tanzania,42.974,9452826,698.5356073
1957,Togo,41.208,1357445,925.9083202
1957,Tunisia,47.1,3950849,1395.232468
1957,Uganda,42.571,6675501,774.3710692
1957,Zambia,44.077,3016000,1311.956766
1957,Zimbabwe,50.469,3646340,518.7642681
1962,Algeria,48.303,11000948,2550.81688
1962,Angola,34,4826015,4269.276742
1962,Benin,42.618,2151895,949.4990641
1962,Botswana,51.52,512764,983.6539764
1962,Burkina Faso,37.814,4919632,722.5120206
1962,Burundi,42.045,2961915,355.2032273
1962,Cameroon,42.643,5793633,1399.607441
1962,Central African Republic,39.475,1523478,1193.068753
1962,Chad,41.716,3150417,1389.817618
1962,Comoros,44.467,191689,1406.648278
1962,"Congo, Dem. Rep.",42.122,17486434,896.3146335
1962,"Congo, Rep.",48.435,1047924,2464.783157
1962,Cote d'Ivoire,44.93,3832408,1728.869428
1962,Djibouti,39.693,89898,3020.989263
1962,Egypt,46.992,28173309,1693.335853
1962,Equatorial Guinea,37.485,249220,582.8419714
1962,Eritrea,40.158,1666618,380.9958433
1962,Ethiopia,40.059,25145372,419.4564161
1962,Gabon,40.489,455661,6631.459222
1962,Gambia,33.896,374020,599.650276
1962,Ghana,46.452,7355248,1190.041118
1962,Guinea,35.753,3140003,686.3736739
1962,Guinea-Bissau,34.488,627820,522.0343725
1962,Kenya,47.949,8678557,896.9663732
1962,Lesotho,47.747,893143,411.8006266
1962,Liberia,40.502,1112796,634.1951625
1962,Libya,47.808,1441863,6757.030816
1962,Madagascar,40.848,5703324,1643.38711
1962,Malawi,38.41,3628608,427.9010856
1962,Mali,36.936,4690372,496.1743428
1962,Mauritania,44.248,1146757,1055.896036
1962,Mauritius,60.246,701016,2529.067487
1962,Morocco,47.924,13056604,1566.353493
1962,Mozambique,36.161,7788944,556.6863539
1962,Namibia,48.386,621392,3173.215595
1962,Niger,39.487,4076008,997.7661127
1962,Nigeria,39.36,41871351,1150.927478
1962,Reunion,57.666,358900,3173.72334
1962,Rwanda,43,3051242,597.4730727
1962,Sao Tome and Principe,51.893,65345,1071.551119
1962,Senegal,41.454,3430243,1654.988723
1962,Sierra Leone,32.767,2467895,1116.639877
1962,Somalia,36.981,3080153,1369.488336
1962,South Africa,49.951,18356657,5768.729717
1962,Sudan,40.87,11183227,1959.593767
1962,Swaziland,44.992,370006,1856.182125
1962,Tanzania,44.246,10863958,722.0038073
1962,Togo,43.922,1528098,1067.53481
1962,Tunisia,49.579,4286552,1660.30321
1962,Uganda,45.344,7688797,767.2717398
1962,Zambia,46.023,3421000,1452.725766
1962,Zimbabwe,52.358,4277736,527.2721818
1967,Algeria,51.407,12760499,3246.991771
1967,Angola,35.985,5247469,5522.776375
1967,Benin,44.885,2427334,1035.831411
1967,Botswana,53.298,553541,1214.709294
1967,Burkina Faso,40.697,5127935,794.8265597
1967,Burundi,43.548,3330989,412.9775136
1967,Cameroon,44.799,6335506,1508.453148
1967,Central African Republic,41.478,1733638,1136.056615
1967,Chad,43.601,3495967,1196.810565
1967,Comoros,46.472,217378,1876.029643
1967,"Congo, Dem. Rep.",44.056,19941073,861.5932424
1967,"Congo, Rep.",52.04,1179760,2677.939642
1967,Cote d'Ivoire,47.35,4744870,2052.050473
1967,Djibouti,42.074,127617,3020.050513
1967,Egypt,49.293,31681188,1814.880728
1967,Equatorial Guinea,38.987,259864,915.5960025
1967,Eritrea,42.189,1820319,468.7949699
1967,Ethiopia,42.115,27860297,516.1186438
1967,Gabon,44.598,489004,8358.761987
1967,Gambia,35.857,439593,734.7829124
1967,Ghana,48.072,8490213,1125.69716
1967,Guinea,37.197,3451418,708.7595409
1967,Guinea-Bissau,35.492,601287,715.5806402
1967,Kenya,50.654,10191512,1056.736457
1967,Lesotho,48.492,996380,498.6390265
1967,Liberia,41.536,1279406,713.6036483
1967,Libya,50.227,1759224,18772.75169
1967,Madagascar,42.881,6334556,1634.047282
1967,Malawi,39.487,4147252,495.5147806
1967,Mali,38.487,5212416,545.0098873
1967,Mauritania,46.289,1230542,1421.145193
1967,Mauritius,61.557,789309,2475.387562
1967,Morocco,50.335,14770296,1711.04477
1967,Mozambique,38.113,8680909,566.6691539
1967,Namibia,51.159,706640,3793.694753
1967,Niger,40.118,4534062,1054.384891
1967,Nigeria,41.04,47287752,1014.514104
1967,Reunion,60.542,414024,4021.175739
1967,Rwanda,44.1,3451079,510.9637142
1967,Sao Tome and Principe,54.425,70787,1384.840593
1967,Senegal,43.563,3965841,1612.404632
1967,Sierra Leone,34.113,2662190,1206.043465
1967,Somalia,38.977,3428839,1284.73318
1967,South Africa,51.927,20997321,7114.477971
1967,Sudan,42.858,12716129,1687.997641
1967,Swaziland,46.633,420690,2613.101665
1967,Tanzania,45.757,12607312,848.2186575
1967,Togo,46.769,1735550,1477.59676
1967,Tunisia,52.053,4786986,1932.360167
1967,Uganda,48.051,8900294,908.9185217
1967,Zambia,47.768,3900000,1777.077318
1967,Zimbabwe,53.995,4995432,569.7950712
1972,Algeria,54.518,14760787,4182.663766
1972,Angola,37.928,5894858,5473.288005
1972,Benin,47.014,2761407,1085.796879
1972,Botswana,56.024,619351,2263.611114
1972,Burkina Faso,43.591,5433886,854.7359763
1972,Burundi,44.057,3529983,464.0995039
1972,Cameroon,47.049,7021028,1684.146528
1972,Central African Republic,43.457,1927260,1070.013275
1972,Chad,45.569,3899068,1104.103987
1972,Comoros,48.944,250027,1937.577675
1972,"Congo, Dem. Rep.",45.989,23007669,904.8960685
1972,"Congo, Rep.",54.907,1340458,3213.152683
1972,Cote d'Ivoire,49.801,6071696,2378.201111
1972,Djibouti,44.366,178848,3694.212352
1972,Egypt,51.137,34807417,2024.008147
1972,Equatorial Guinea,40.516,277603,672.4122571
1972,Eritrea,44.142,2260187,514.3242082
1972,Ethiopia,43.515,30770372,566.2439442
1972,Gabon,48.69,537977,11401.94841
1972,Gambia,38.308,517101,756.0868363
1972,Ghana,49.875,9354120,1178.223708
1972,Guinea,38.842,3811387,741.6662307
1972,Guinea-Bissau,36.486,625361,820.2245876
1972,Kenya,53.559,12044785,1222.359968
1972,Lesotho,49.767,1116779,496.5815922
1972,Liberia,42.614,1482628,803.0054535
1972,Libya,52.773,2183877,21011.49721
1972,Madagascar,44.851,7082430,1748.562982
1972,Malawi,41.766,4730997,584.6219709
1972,Mali,39.977,5828158,581.3688761
1972,Mauritania,48.437,1332786,1586.851781
1972,Mauritius,62.944,851334,2575.484158
1972,Morocco,52.862,16660670,1930.194975
1972,Mozambique,40.328,9809596,724.9178037
1972,Namibia,53.867,821782,3746.080948
1972,Niger,40.546,5060262,954.2092363
1972,Nigeria,42.821,53740085,1698.388838
1972,Reunion,64.274,461633,5047.658563
1972,Rwanda,44.6,3992121,590.5806638
1972,Sao Tome and Principe,56.48,76595,1532.985254
1972,Senegal,45.815,4588696,1597.712056
1972,Sierra Leone,35.4,2879013,1353.759762
1972,Somalia,40.973,3840161,1254.576127
1972,South Africa,53.696,23935810,7765.962636
1972,Sudan,45.083,14597019,1659.652775
1972,Swaziland,49.552,480105,3364.836625
1972,Tanzania,47.62,14706593,915.9850592
1972,Togo,49.759,2056351,1649.660188
1972,Tunisia,55.602,5303507,2753.285994
1972,Uganda,51.016,10190285,950.735869
1972,Zambia,50.107,4506497,1773.498265
1972,Zimbabwe,55.635,5861135,799.3621758
1977,Algeria,58.014,17152804,4910.416756
1977,Angola,39.483,6162675,3008.647355
1977,Benin,49.19,3168267,1029.161251
1977,Botswana,59.319,781472,3214.857818
1977,Burkina Faso,46.137,5889574,743.3870368
1977,Burundi,45.91,3834415,556.1032651
1977,Cameroon,49.355,7959865,1783.432873
1977,Central African Republic,46.775,2167533,1109.374338
1977,Chad,47.383,4388260,1133.98495
1977,Comoros,50.939,304739,1172.603047
1977,"Congo, Dem. Rep.",47.804,26480870,795.757282
1977,"Congo, Rep.",55.625,1536769,3259.178978
1977,Cote d'Ivoire,52.374,7459574,2517.736547
1977,Djibouti,46.519,228694,3081.761022
1977,Egypt,53.319,38783863,2785.493582
1977,Equatorial Guinea,42.024,192675,958.5668124
1977,Eritrea,44.535,2512642,505.7538077
1977,Ethiopia,44.51,34617799,556.8083834
1977,Gabon,52.79,706367,21745.57328
1977,Gambia,41.842,608274,884.7552507
1977,Ghana,51.756,10538093,993.2239571
1977,Guinea,40.762,4227026,874.6858643
1977,Guinea-Bissau,37.465,745228,764.7259628
1977,Kenya,56.155,14500404,1267.613204
1977,Lesotho,52.208,1251524,745.3695408
1977,Liberia,43.764,1703617,640.3224383
1977,Libya,57.442,2721783,21951.21176
1977,Madagascar,46.881,8007166,1544.228586
1977,Malawi,43.767,5637246,663.2236766
1977,Mali,41.714,6491649,686.3952693
1977,Mauritania,50.852,1456688,1497.492223
1977,Mauritius,64.93,913025,3710.982963
1977,Morocco,55.73,18396941,2370.619976
1977,Mozambique,42.495,11127868,502.3197334
1977,Namibia,56.437,977026,3876.485958
1977,Niger,41.291,5682086,808.8970728
1977,Nigeria,44.514,62209173,1981.951806
1977,Reunion,67.064,492095,4319.804067
1977,Rwanda,45,4657072,670.0806011
1977,Sao Tome and Principe,58.55,86796,1737.561657
1977,Senegal,48.879,5260855,1561.769116
1977,Sierra Leone,36.788,3140897,1348.285159
1977,Somalia,41.974,4353666,1450.992513
1977,South Africa,55.527,27129932,8028.651439
1977,Sudan,47.8,17104986,2202.988423
1977,Swaziland,52.537,551425,3781.410618
1977,Tanzania,49.919,17129565,962.4922932
1977,Togo,52.887,2308582,1532.776998
1977,Tunisia,59.837,6005061,3120.876811
1977,Uganda,50.35,11457758,843.7331372
1977,Zambia,51.386,5216550,1588.688299
1977,Zimbabwe,57.674,6642107,685.5876821
1982,Algeria,61.368,20033753,5745.160213
1982,Angola,39.942,7016384,2756.953672
1982,Benin,50.904,3641603,1277.897616
1982,Botswana,61.484,970347,4551.14215
1982,Burkina Faso,48.122,6634596,807.1985855
1982,Burundi,47.471,4580410,559.603231
1982,Cameroon,52.961,9250831,2367.983282
1982,Central African Republic,48.295,2476971,956.7529907
1982,Chad,49.517,4875118,797.9081006
1982,Comoros,52.933,348643,1267.100083
1982,"Congo, Dem. Rep.",47.784,30646495,673.7478181
1982,"Congo, Rep.",56.695,1774735,4879.507522
1982,Cote d'Ivoire,53.983,9025951,2602.710169
1982,Djibouti,48.812,305991,2879.468067
1982,Egypt,56.006,45681811,3503.729636
1982,Equatorial Guinea,43.662,285483,927.8253427
1982,Eritrea,43.89,2637297,524.8758493
1982,Ethiopia,44.916,38111756,577.8607471
1982,Gabon,56.564,753874,15113.36194
1982,Gambia,45.58,715523,835.8096108
1982,Ghana,53.744,11400338,876.032569
1982,Guinea,42.891,4710497,857.2503577
1982,Guinea-Bissau,39.327,825987,838.1239671
1982,Kenya,58.766,17661452,1348.225791
1982,Lesotho,55.078,1411807,797.2631074
1982,Liberia,44.852,1956875,572.1995694
1982,Libya,62.155,3344074,17364.27538
1982,Madagascar,48.969,9171477,1302.878658
1982,Malawi,45.642,6502825,632.8039209
1982,Mali,43.916,6998256,618.0140641
1982,Mauritania,53.599,1622136,1481.150189
1982,Mauritius,66.711,992040,3688.037739
1982,Morocco,59.65,20198730,2702.620356
1982,Mozambique,42.795,12587223,462.2114149
1982,Namibia,58.968,1099010,4191.100511
1982,Niger,42.598,6437188,909.7221354
1982,Nigeria,45.826,73039376,1576.97375
1982,Reunion,69.885,517810,5267.219353
1982,Rwanda,46.218,5507565,881.5706467
1982,Sao Tome and Principe,60.351,98593,1890.218117
1982,Senegal,52.379,6147783,1518.479984
1982,Sierra Leone,38.445,3464522,1465.010784
1982,Somalia,42.955,5828892,1176.807031
1982,South Africa,58.161,31140029,8568.266228
1982,Sudan,50.338,20367053,1895.544073
1982,Swaziland,55.561,649901,3895.384018
1982,Tanzania,50.608,19844382,874.2426069
1982,Togo,55.471,2644765,1344.577953
1982,Tunisia,64.048,6734098,3560.233174
1982,Uganda,49.849,12939400,682.2662268
1982,Zambia,51.821,6100407,1408.678565
1982,Zimbabwe,60.363,7636524,788.8550411
1987,Algeria,65.799,23254956,5681.358539
1987,Angola,39.906,7874230,2430.208311
1987,Benin,52.337,4243788,1225.85601
1987,Botswana,63.622,1151184,6205.88385
1987,Burkina Faso,49.557,7586551,912.0631417
1987,Burundi,48.211,5126023,621.8188189
1987,Cameroon,54.985,10780667,2602.664206
1987,Central African Republic,50.485,2840009,844.8763504
1987,Chad,51.051,5498955,952.386129
1987,Comoros,54.926,395114,1315.980812
1987,"Congo, Dem. Rep.",47.412,35481645,672.774812
1987,"Congo, Rep.",57.47,2064095,4201.194937
1987,Cote d'Ivoire,54.655,10761098,2156.956069
1987,Djibouti,50.04,311025,2880.102568
1987,Egypt,59.797,52799062,3885.46071
1987,Equatorial Guinea,45.664,341244,966.8968149
1987,Eritrea,46.453,2915959,521.1341333
1987,Ethiopia,46.684,42999530,573.7413142
1987,Gabon,60.19,880397,11864.40844
1987,Gambia,49.265,848406,611.6588611
1987,Ghana,55.729,14168101,847.0061135
1987,Guinea,45.552,5650262,805.5724718
1987,Guinea-Bissau,41.245,927524,736.4153921
1987,Kenya,59.339,21198082,1361.936856
1987,Lesotho,57.18,1599200,773.9932141
1987,Liberia,46.027,2269414,506.1138573
1987,Libya,66.234,3799845,11770.5898
1987,Madagascar,49.35,10568642,1155.441948
1987,Malawi,47.457,7824747,635.5173634
1987,Mali,46.364,7634008,684.1715576
1987,Mauritania,56.145,1841240,1421.603576
1987,Mauritius,68.74,1042663,4783.586903
1987,Morocco,62.677,22987397,2755.046991
1987,Mozambique,42.861,12891952,389.8761846
1987,Namibia,60.835,1278184,3693.731337
1987,Niger,44.555,7332638,668.3000228
1987,Nigeria,46.886,81551520,1385.029563
1987,Reunion,71.913,562035,5303.377488
1987,Rwanda,44.02,6349365,847.991217
1987,Sao Tome and Principe,61.728,110812,1516.525457
1987,Senegal,55.769,7171347,1441.72072
1987,Sierra Leone,40.006,3868905,1294.447788
1987,Somalia,44.501,6921858,1093.244963
1987,South Africa,60.834,35933379,7825.823398
1987,Sudan,51.744,24725960,1507.819159
1987,Swaziland,57.678,779348,3984.839812
1987,Tanzania,51.535,23040630,831.8220794
1987,Togo,56.941,3154264,1202.201361
1987,Tunisia,66.894,7724976,3810.419296
1987,Uganda,51.509,15283050,617.7244065
1987,Zambia,50.821,7272406,1213.315116
1987,Zimbabwe,62.351,9216418,706.1573059
1992,Algeria,67.744,26298373,5023.216647
1992,Angola,40.647,8735988,2627.845685
1992,Benin,53.919,4981671,1191.207681
1992,Botswana,62.745,1342614,7954.111645
1992,Burkina Faso,50.26,8878303,931.7527731
1992,Burundi,44.736,5809236,631.6998778
1992,Cameroon,54.314,12467171,1793.163278
1992,Central African Republic,49.396,3265124,747.9055252
1992,Chad,51.724,6429417,1058.0643
1992,Comoros,57.939,454429,1246.90737
1992,"Congo, Dem. Rep.",45.548,41672143,457.7191807
1992,"Congo, Rep.",56.433,2409073,4016.239529
1992,Cote d'Ivoire,52.044,12772596,1648.073791
1992,Djibouti,51.604,384156,2377.156192
1992,Egypt,63.674,59402198,3794.755195
1992,Equatorial Guinea,47.545,387838,1132.055034
1992,Eritrea,49.991,3668440,582.8585102
1992,Ethiopia,48.091,52088559,421.3534653
1992,Gabon,61.366,985739,13522.15752
1992,Gambia,52.644,1025384,665.6244126
1992,Ghana,57.501,16278738,925.060154
1992,Guinea,48.576,6990574,794.3484384
1992,Guinea-Bissau,43.266,1050938,745.5398706
1992,Kenya,59.285,25020539,1341.921721
1992,Lesotho,59.685,1803195,977.4862725
1992,Liberia,40.802,1912974,636.6229191
1992,Libya,68.755,4364501,9640.138501
1992,Madagascar,52.214,12210395,1040.67619
1992,Malawi,49.42,10014249,563.2000145
1992,Mali,48.388,8416215,739.014375
1992,Mauritania,58.333,2119465,1361.369784
1992,Mauritius,69.745,1096202,6058.253846
1992,Morocco,65.393,25798239,2948.047252
1992,Mozambique,44.284,13160731,410.8968239
1992,Namibia,61.999,1554253,3804.537999
1992,Niger,47.391,8392818,581.182725
1992,Nigeria,47.472,93364244,1619.848217
1992,Reunion,73.615,622191,6101.255823
1992,Rwanda,23.599,7290203,737.0685949
1992,Sao Tome and Principe,62.742,125911,1428.777814
1992,Senegal,58.196,8307920,1367.899369
1992,Sierra Leone,38.333,4260884,1068.696278
1992,Somalia,39.658,6099799,926.9602964
1992,South Africa,61.888,39964159,7225.069258
1992,Sudan,53.556,28227588,1492.197043
1992,Swaziland,58.474,962344,3553.0224
1992,Tanzania,50.44,26605473,825.682454
1992,Togo,58.061,3747553,1034.298904
1992,Tunisia,70.001,8523077,4332.720164
1992,Uganda,48.825,18252190,644.1707969
1992,Zambia,46.1,8381163,1210.884633
1992,Zimbabwe,60.377,10704340,693.4207856
1997,Algeria,69.152,29072015,4797.295051
1997,Angola,40.963,9875024,2277.140884
1997,Benin,54.777,6066080,1232.975292
1997,Botswana,52.556,1536536,8647.142313
1997,Burkina Faso,50.324,10352843,946.2949618
1997,Burundi,45.326,6121610,463.1151478
1997,Cameroon,52.199,14195809,1694.337469
1997,Central African Republic,46.066,3696513,740.5063317
1997,Chad,51.573,7562011,1004.961353
1997,Comoros,60.66,527982,1173.618235
1997,"Congo, Dem. Rep.",42.587,47798986,312.188423
1997,"Congo, Rep.",52.962,2800947,3484.164376
1997,Cote d'Ivoire,47.991,14625967,1786.265407
1997,Djibouti,53.157,417908,1895.016984
1997,Egypt,67.217,66134291,4173.181797
1997,Equatorial Guinea,48.245,439971,2814.480755
1997,Eritrea,53.378,4058319,913.47079
1997,Ethiopia,49.402,59861301,515.8894013
1997,Gabon,60.461,1126189,14722.84188
1997,Gambia,55.861,1235767,653.7301704
1997,Ghana,58.556,18418288,1005.245812
1997,Guinea,51.455,8048834,869.4497668
1997,Guinea-Bissau,44.873,1193708,796.6644681
1997,Kenya,54.407,28263827,1360.485021
1997,Lesotho,55.558,1982823,1186.147994
1997,Liberia,42.221,2200725,609.17395079999994
1997,Libya,71.555,4759670,9467.446056
1997,Madagascar,54.978,14165114,986.2958956
1997,Malawi,47.495,10419991,692.2758103
1997,Mali,49.903,9384984,790.2579846
1997,Mauritania,60.43,2444741,1483.136136
1997,Mauritius,70.736,1149818,7425.705295
1997,Morocco,67.66,28529501,2982.101858
1997,Mozambique,46.344,16603334,472.3460771
1997,Namibia,58.909,1774766,3899.52426
1997,Niger,51.313,9666252,580.3052092
1997,Nigeria,47.464,106207839,1624.941275
1997,Reunion,74.772,684810,6071.941411
1997,Rwanda,36.087,7212583,589.9445051
1997,Sao Tome and Principe,63.306,145608,1339.076036
1997,Senegal,60.187,9535314,1392.368347
1997,Sierra Leone,39.897,4578212,574.6481576
1997,Somalia,43.795,6633514,930.5964284
1997,South Africa,60.236,42835005,7479.188244
1997,Sudan,55.373,32160729,1632.210764
1997,Swaziland,54.289,1054486,3876.76846
1997,Tanzania,48.466,30686889,789.1862231
1997,Togo,58.39,4320890,982.2869243
1997,Tunisia,71.973,9231669,4876.798614
1997,Uganda,44.578,21210254,816.559081
1997,Zambia,40.238,9417789,1071.353818
1997,Zimbabwe,46.809,11404948,792.4499603
2002,Algeria,70.994,31287142,5288.040382
2002,Angola,41.003,10866106,2773.287312
2002,Benin,54.406,7026113,1372.877931
2002,Botswana,46.634,1630347,11003.60508
2002,Burkina Faso,50.65,12251209,1037.645221
2002,Burundi,47.36,7021078,446.4035126
2002,Cameroon,49.856,15929988,1934.011449
2002,Central African Republic,43.308,4048013,738.6906068
2002,Chad,50.525,8835739,1156.18186
2002,Comoros,62.974,614382,1075.811558
2002,"Congo, Dem. Rep.",44.966,55379852,241.1658765
2002,"Congo, Rep.",52.97,3328795,3484.06197
2002,Cote d'Ivoire,46.832,16252726,1648.800823
2002,Djibouti,53.373,447416,1908.260867
2002,Egypt,69.806,73312559,4754.604414
2002,Equatorial Guinea,49.348,495627,7703.4959
2002,Eritrea,55.24,4414865,765.3500015
2002,Ethiopia,50.725,67946797,530.0535319
2002,Gabon,56.761,1299304,12521.71392
2002,Gambia,58.041,1457766,660.5855997
2002,Ghana,58.453,20550751,1111.984578
2002,Guinea,53.676,8807818,945.5835837
2002,Guinea-Bissau,45.504,1332459,575.7047176
2002,Kenya,50.992,31386842,1287.514732
2002,Lesotho,44.593,2046772,1275.184575
2002,Liberia,43.753,2814651,531.4823679
2002,Libya,72.737,5368585,9534.677467
2002,Madagascar,57.286,16473477,894.6370822
2002,Malawi,45.009,11824495,665.4231186
2002,Mali,51.818,10580176,951.4097518
2002,Mauritania,62.247,2828858,1579.019543
2002,Mauritius,71.954,1200206,9021.815894
2002,Morocco,69.615,31167783,3258.495584
2002,Mozambique,44.026,18473780,633.6179466
2002,Namibia,51.479,1972153,4072.324751
2002,Niger,54.496,11140655,601.0745012
2002,Nigeria,46.608,119901274,1615.286395
2002,Reunion,75.744,743981,6316.1652
2002,Rwanda,43.413,7852401,785.6537648
2002,Sao Tome and Principe,64.337,170372,1353.09239
2002,Senegal,61.6,10870037,1519.635262
2002,Sierra Leone,41.012,5359092,699.489713
2002,Somalia,45.936,7753310,882.0818218
2002,South Africa,53.365,44433622,7710.946444
2002,Sudan,56.369,37090298,1993.398314
2002,Swaziland,43.869,1130269,4128.116943
2002,Tanzania,49.651,34593779,899.0742111
2002,Togo,57.561,4977378,886.2205765
2002,Tunisia,73.042,9770575,5722.895655
2002,Uganda,47.813,24739869,927.7210018
2002,Zambia,39.193,10595811,1071.613938
2002,Zimbabwe,39.989,11926563,672.0386227
2007,Algeria,72.301,33333216,6223.367465
2007,Angola,42.731,12420476,4797.231267
2007,Benin,56.728,8078314,1441.284873
2007,Botswana,50.728,1639131,12569.85177
2007,Burkina Faso,52.295,14326203,1217.032994
2007,Burundi,49.58,8390505,430.0706916
2007,Cameroon,50.43,17696293,2042.09524
2007,Central African Republic,44.741,4369038,706.016537
2007,Chad,50.651,10238807,1704.063724
2007,Comoros,65.152,710960,986.1478792
2007,"Congo, Dem. Rep.",46.462,64606759,277.5518587
2007,"Congo, Rep.",55.322,3800610,3632.557798
2007,Cote d'Ivoire,48.328,18013409,1544.750112
2007,Djibouti,54.791,496374,2082.481567
2007,Egypt,71.338,80264543,5581.180998
2007,Equatorial Guinea,51.579,551201,12154.08975
2007,Eritrea,58.04,4906585,641.3695236
2007,Ethiopia,52.947,76511887,690.8055759
2007,Gabon,56.735,1454867,13206.48452
2007,Gambia,59.448,1688359,752.7497265
2007,Ghana,60.022,22873338,1327.60891
2007,Guinea,56.007,9947814,942.6542111
2007,Guinea-Bissau,46.388,1472041,579.231743
2007,Kenya,54.11,35610177,1463.249282
2007,Lesotho,42.592,2012649,1569.331442
2007,Liberia,45.678,3193942,414.5073415
2007,Libya,73.952,6036914,12057.49928
2007,Madagascar,59.443,19167654,1044.770126
2007,Malawi,48.303,13327079,759.3499101
2007,Mali,54.467,12031795,1042.581557
2007,Mauritania,64.164,3270065,1803.151496
2007,Mauritius,72.801,1250882,10956.99112
2007,Morocco,71.164,33757175,3820.17523
2007,Mozambique,42.082,19951656,823.6856205
2007,Namibia,52.906,2055080,4811.060429
2007,Niger,56.867,12894865,619.6768924
2007,Nigeria,46.859,135031164,2013.977305
2007,Reunion,76.442,798094,7670.122558
2007,Rwanda,46.242,8860588,863.0884639
