year,country,lifeExp,pop,gdpPercap
1972,Sri Lanka,65.042,13016733,1213.39553
1972,Syria,57.296,6701172,2571.423014
1972,Taiwan,69.39,15226039,4062.523897
1972,Thailand,60.405,39276153,1524.358936
1972,Vietnam,50.254,44655014,699.5016441
1972,West Bank and Gaza,56.532,1089572,3133.409277
1972,"Yemen, Rep.",39.848,7407075,1265.047031
1977,Afghanistan,38.438,14880372,786.11336
1977,Bahrain,65.593,297410,19340.10196
1977,Bangladesh,46.923,80428306,659.8772322
1977,Cambodia,31.22,6978607,524.9721832
1977,China,63.96736,943455000,741.2374699
1977,"Hong Kong, China",73.6,4583700,11186.14125
1977,India,54.208,634000000,813.337323
1977,Indonesia,52.702,136725000,1382.702056
1977,Iran,57.702,35480679,11888.59508
1977,Iraq,60.413,11882916,14688.23507
1977,Israel,73.06,3495918,13306.61921
1977,Japan,75.38,113872473,16610.37701
1977,Jordan,61.134,1937652,2852.351568
1977,"Korea, Dem. Rep.",67.159,16325320,4106.301249
1977,"Korea, Rep.",64.766,36436000,4657.22102
1977,Kuwait,69.343,1140357,59265.47714
1977,Lebanon,66.099,3115787,8659.696836
1977,Malaysia,65.256,12845381,3827.921571
1977,Mongolia,55.491,1528000,1647.511665
1977,Myanmar,56.059,31528087,371
1977,Nepal,46.748,13933198,694.1124398
1977,Oman,57.367,1004533,11848.34392
1977,Pakistan,54.043,78152686,1175.921193
1977,Philippines,60.06,46850962,2373.204287
1977,Saudi Arabia,58.69,8128505,34167.7626
1977,Singapore,70.795,2325300,11210.08948
1977,Sri Lanka,65.949,14116836,1348.775651
1977,Syria,61.195,7932503,3195.484582
1977,Taiwan,70.59,16785196,5596.519826
1977,Thailand,62.494,44148285,1961.224635
1977,Vietnam,55.764,50533506,713.5371196
1977,West Bank and Gaza,60.765,1261091,3682.831494
1977,"Yemen, Rep.",44.175,8403990,1829.765177
1982,Afghanistan,39.854,12881816,978.0114388
1982,Bahrain,69.052,377967,19211.14731
1982,Bangladesh,50.009,93074406,676.9818656
1982,Cambodia,50.957,7272485,624.4754784
1982,China,65.525,1000281000,962.4213805
1982,"Hong Kong, China",75.45,5264500,14560.53051
1982,India,56.596,708000000,855.7235377
1982,Indonesia,56.159,153343000,1516.872988
1982,Iran,59.62,43072751,7608.334602
1982,Iraq,62.038,14173318,14517.90711
1982,Israel,74.45,3858421,15367.0292
1982,Japan,77.11,118454974,19384.10571
1982,Jordan,63.739,2347031,4161.415959
1982,"Korea, Dem. Rep.",69.1,17647518,4106.525293
1982,"Korea, Rep.",67.123,39326000,5622.942464
1982,Kuwait,71.309,1497494,31354.03573
1982,Lebanon,66.983,3086876,7640.519521
1982,Malaysia,68,14441916,4920.355951
1982,Mongolia,57.489,1756032,2000.603139
1982,Myanmar,58.056,34680442,424
1982,Nepal,49.594,15796314,718.3730947
1982,Oman,62.728,1301048,12954.79101
1982,Pakistan,56.158,91462088,1443.429832
1982,Philippines,62.082,53456774,2603.273765
1982,Saudi Arabia,63.012,11254672,33693.17525
1982,Singapore,71.76,2651869,15169.16112
1982,Sri Lanka,68.757,15410151,1648.079789
1982,Syria,64.59,9410494,3761.837715
1982,Taiwan,72.16,18501390,7426.354774
1982,Thailand,64.597,48827160,2393.219781
1982,Vietnam,58.816,56142181,707.2357863
1982,West Bank and Gaza,64.406,1425876,4336.032082
1982,"Yemen, Rep.",49.113,9657618,1977.55701
1987,Afghanistan,40.822,13867957,852.3959448
1987,Bahrain,70.75,454612,18524.02406
1987,Bangladesh,52.819,103764241,751.9794035
1987,Cambodia,53.914,8371791,683.8955732
1987,China,67.274,1084035000,1378.904018
1987,"Hong Kong, China",76.2,5584510,20038.47269
1987,India,58.553,788000000,976.5126756
1987,Indonesia,60.137,169276000,1748.356961
1987,Iran,63.04,51889696,6642.881371
1987,Iraq,65.044,16543189,11643.57268
1987,Israel,75.6,4203148,17122.47986
1987,Japan,78.67,122091325,22375.94189
1987,Jordan,65.869,2820042,4448.679912
1987,"Korea, Dem. Rep.",70.647,19067554,4106.492315
1987,"Korea, Rep.",69.81,41622000,8533.088805
1987,Kuwait,74.174,1891487,28118.42998
1987,Lebanon,67.926,3089353,5377.091329
1987,Malaysia,69.5,16331785,5249.802653
1987,Mongolia,60.222,2015133,2338.008304
1987,Myanmar,58.339,38028578,385
1987,Nepal,52.537,17917180,775.6324501
1987,Oman,67.734,1593882,18115.22313
1987,Pakistan,58.245,105186881,1704.686583
1987,Philippines,64.151,60017788,2189.634995
1987,Saudi Arabia,66.295,14619745,21198.26136
1987,Singapore,73.56,2794552,18861.53081
1987,Sri Lanka,69.011,16495304,1876.766827
1987,Syria,66.974,11242847,3116.774285
1987,Taiwan,73.4,19757799,11054.56175
1987,Thailand,66.084,52910342,2982.653773
1987,Vietnam,62.82,62826491,820.7994449
1987,West Bank and Gaza,67.046,1691210,5107.197384
1987,"Yemen, Rep.",52.922,11219340,1971.741538
1992,Afghanistan,41.674,16317921,649.3413952
1992,Bahrain,72.601,529491,19035.57917
1992,Bangladesh,56.018,113704579,837.8101643
1992,Cambodia,55.803,10150094,682.3031755
1992,China,68.69,1164970000,1655.784158
1992,"Hong Kong, China",77.601,5829696,24757.60301
1992,India,60.223,872000000,1164.406809
1992,Indonesia,62.681,184816000,2383.140898
1992,Iran,65.742,60397973,7235.653188
1992,Iraq,59.461,17861905,3745.640687
1992,Israel,76.93,4936550,18051.52254
1992,Japan,79.36,124329269,26824.89511
1992,Jordan,68.015,3867409,3431.593647
1992,"Korea, Dem. Rep.",69.978,20711375,3726.063507
1992,"Korea, Rep.",72.244,43805450,12104.27872
1992,Kuwait,75.19,1418095,34932.91959
1992,Lebanon,69.292,3219994,6890.806854
1992,Malaysia,70.693,18319502,7277.912802
1992,Mongolia,61.271,2312802,1785.402016
1992,Myanmar,59.32,40546538,347
1992,Nepal,55.727,20326209,897.7403604
1992,Oman,71.197,1915208,18616.70691
1992,Pakistan,60.838,120065004,1971.829464
1992,Philippines,66.458,67185766,2279.324017
1992,Saudi Arabia,68.768,16945857,24841.61777
1992,Singapore,75.788,3235865,24769.8912
1992,Sri Lanka,70.379,17587060,2153.739222
1992,Syria,69.249,13219062,3340.542768
1992,Taiwan,74.26,20686918,15215.6579
1992,Thailand,67.298,56667095,4616.896545
1992,Vietnam,67.662,69940728,989.0231487
1992,West Bank and Gaza,69.718,2104779,6017.654756
1992,"Yemen, Rep.",55.599,13367997,1879.496673
1997,Afghanistan,41.763,22227415,635.341351
1997,Bahrain,73.925,598561,20292.01679
1997,Bangladesh,59.412,123315288,972.7700352
1997,Cambodia,56.534,11782962,734.28517
1997,China,70.426,1230075000,2289.234136
1997,"Hong Kong, China",80,6495918,28377.63219
1997,India,61.765,959000000,1458.817442
1997,Indonesia,66.041,199278000,3119.335603
1997,Iran,68.042,63327987,8263.590301
1997,Iraq,58.811,20775703,3076.239795
1997,Israel,78.269,5531387,20896.60924
1997,Japan,80.69,125956499,28816.58499
1997,Jordan,69.772,4526235,3645.379572
1997,"Korea, Dem. Rep.",67.727,21585105,1690.756814
1997,"Korea, Rep.",74.647,46173816,15993.52796
1997,Kuwait,76.156,1765345,40300.619960000004
1997,Lebanon,70.265,3430388,8754.96385
1997,Malaysia,71.938,20476091,10132.90964
1997,Mongolia,63.625,2494803,1902.2521
1997,Myanmar,60.328,43247867,415
1997,Nepal,59.426,23001113,1010.892138
1997,Oman,72.499,2283635,19702.05581
1997,Pakistan,61.818,135564834,2049.350521
1997,Philippines,68.564,75012988,2536.534925
1997,Saudi Arabia,70.533,21229759,20586.69019
1997,Singapore,77.158,3802309,33519.4766
1997,Sri Lanka,70.457,18698655,2664.477257
1997,Syria,71.527,15081016,4014.238972
1997,Taiwan,75.25,21628605,20206.82098
1997,Thailand,67.521,60216677,5852.625497
1997,Vietnam,70.672,76048996,1385.896769
1997,West Bank and Gaza,71.096,2826046,7110.667619
1997,"Yemen, Rep.",58.02,15826497,2117.484526
2002,Afghanistan,42.129,25268405,726.7340548
2002,Bahrain,74.795,656397,23403.55927
2002,Bangladesh,62.013,135656790,1136.39043
2002,Cambodia,56.752,12926707,896.2260153
2002,China,72.028,1280400000,3119.280896
2002,"Hong Kong, China",81.495,6762476,30209.01516
2002,India,62.879,1034172547,1746.769454
2002,Indonesia,68.588,211060000,2873.91287
2002,Iran,69.451,66907826,9240.761975
2002,Iraq,57.046,24001816,4390.717312
2002,Israel,79.696,6029529,21905.59514
2002,Japan,82,127065841,28604.5919
2002,Jordan,71.263,5307470,3844.917194
2002,"Korea, Dem. Rep.",66.662,22215365,1646.758151
2002,"Korea, Rep.",77.045,47969150,19233.98818
2002,Kuwait,76.904,2111561,35110.10566
2002,Lebanon,71.028,3677780,9313.93883
2002,Malaysia,73.044,22662365,10206.97794
2002,Mongolia,65.033,2674234,2140.739323
2002,Myanmar,59.908,45598081,611
2002,Nepal,61.34,25873917,1057.206311
2002,Oman,74.193,2713462,19774.83687
2002,Pakistan,63.61,153403524,2092.712441
2002,Philippines,70.303,82995088,2650.921068
2002,Saudi Arabia,71.626,24501530,19014.54118
2002,Singapore,78.77,4197776,36023.1054
2002,Sri Lanka,70.815,19576783,3015.378833
2002,Syria,73.053,17155814,4090.925331
2002,Taiwan,76.99,22454239,23235.42329
2002,Thailand,68.564,62806748,5913.187529
2002,Vietnam,73.017,80908147,1764.456677
2002,West Bank and Gaza,72.37,3389578,4515.487575
2002,"Yemen, Rep.",60.308,18701257,2234.820827
2007,Afghanistan,43.828,31889923,974.5803384
2007,Bahrain,75.635,708573,29796.04834
2007,Bangladesh,64.062,150448339,1391.253792
2007,Cambodia,59.723,14131858,1713.778686
2007,China,72.961,1318683096,4959.114854
2007,"Hong Kong, China",82.208,6980412,39724.97867
2007,India,64.698,1110396331,2452.210407
2007,Indonesia,70.65,223547000,3540.651564
2007,Iran,70.964,69453570,11605.71449
2007,Iraq,59.545,27499638,4471.061906
2007,Israel,80.745,6426679,25523.2771
2007,Japan,82.603,127467972,31656.06806
2007,Jordan,72.535,6053193,4519.461171
2007,"Korea, Dem. Rep.",67.297,23301725,1593.06548
2007,"Korea, Rep.",78.623,49044790,23348.13973
2007,Kuwait,77.588,2505559,47306.98978
2007,Lebanon,71.993,3921278,10461.05868
2007,Malaysia,74.241,24821286,12451.6558
2007,Mongolia,66.803,2874127,3095.772271
2007,Myanmar,62.069,47761980,944
2007,Nepal,63.785,28901790,1091.359778
2007,Oman,75.64,3204897,22316.19287
2007,Pakistan,65.483,169270617,2605.94758
2007,Philippines,71.688,91077287,3190.481016
2007,Saudi Arabia,72.777,27601038,21654.83194
2007,Singapore,79.972,4553009,47143.17964
2007,Sri Lanka,72.396,20378239,3970.095407
2007,Syria,74.143,19314747,4184.548089
2007,Taiwan,78.4,23174294,28718.27684
2007,Thailand,70.616,65068149,7458.396327
2007,Vietnam,74.249,85262356,2441.576404
2007,West Bank and Gaza,73.422,4018332,3025.349798
2007,"Yemen, Rep.",62.698,22211743,2280.769906
